Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,total_CO2_EMISSION
Manufacturing,Oceania,Brazil,2008,239.36,808.47,4.05,167.98,18.28,3.49,1241.63
Construction,Asia,Canada,2004,186.93,974.68,24.49,32.69,16.7,12.93,1248.42
Construction,South America,India,2000,293.28,391.47,15.92,149.41,4.86,15.55,870.49
Construction,Asia,China,2006,130.22,339.29,0.77,13.37,45.32,12.03,541
Mining,Europe,USA,2001,157.75,493.78,77.82,131.98,43.88,12.91,918.12
Manufacturing,Oceania,Brazil,2002,4.18,154.81,54.37,153.14,46.75,17.46,430.71
Construction,Africa,Germany,2003,283.81,758.15,66.93,20.21,38.57,18.36,1186.03
Mining,Europe,Canada,2002,175.21,581.35,16.39,154.43,5.38,13.59,946.35
Construction,Asia,India,2018,117.54,211.74,25.74,117.23,1.43,3.46,477.14
Energy,Asia,China,2011,13.85,864.1,6.11,137.26,45.52,2.41,1069.25
Energy,Europe,South Africa,2014,109.04,619.25,99.75,144.68,27.51,16.75,1016.98
Manufacturing,North America,Canada,2003,1.58,34.52,10.4,32.73,11.96,13.06,104.25
Mining,Europe,India,2000,97.64,196.92,9.13,159.6,4.44,4.44,472.17
Energy,Oceania,Brazil,2015,285.46,891.15,61.46,156.39,7.36,4.27,1406.09
Energy,Oceania,Australia,2005,46.7,381.36,33.26,129.4,7.95,1.17,599.84
Mining,Africa,China,2016,163.85,984.36,88.77,101,32.03,10.17,1380.18
Construction,Europe,Germany,2004,56.39,529.99,83.17,170,12.92,2.48,854.95
Mining,South America,USA,2022,235.12,208.31,86.83,176.15,15.36,7.76,729.53
Construction,Oceania,Brazil,2012,168.94,594.1,73.54,67.03,29.97,4.08,937.66
Energy,Oceania,China,2011,61.07,102.8,13.27,106.63,39.53,14.6,337.9
Energy,Oceania,USA,2000,259.94,807.61,6.45,90.02,20.1,0.2,1184.32
Energy,North America,Australia,2011,235.32,628.03,6.56,85.09,2.03,7.63,964.66
Manufacturing,South America,China,2021,285.41,963.96,80.2,165.59,32.66,0.99,1528.81
Manufacturing,Europe,South Africa,2001,0.69,690.26,65.75,132.74,34.26,1.09,924.79
Manufacturing,North America,Brazil,2017,137.41,49.63,98.1,94.83,16.89,2,398.86
Mining,Oceania,China,2008,299.95,476.69,64.39,157.72,0.16,5.56,1004.47
Energy,South America,Germany,2015,243.45,531.54,25,188.63,28.63,15.69,1032.94
Energy,South America,Australia,2019,249.47,916.82,9.04,81.59,38.77,10.95,1306.64
Mining,North America,China,2014,186.53,432.75,36.62,27.17,11.04,2.88,696.99
Manufacturing,Oceania,Canada,2021,214.01,593.72,20.05,183.97,25.68,7.87,1045.3
Mining,North America,Brazil,2009,241.7,186.36,62.88,191.48,34.91,18.25,735.58
Manufacturing,Asia,China,2001,28.14,245,9.69,81.88,29.5,8.48,402.69
Energy,Oceania,Canada,2003,207.93,548.81,77.27,129.72,38.59,18.97,1021.29
Construction,North America,USA,2017,244.71,697.14,69.69,18.19,20.47,18.39,1068.59
Manufacturing,Europe,Canada,2018,12.74,435.74,73.66,9.39,43.52,8,583.05
Energy,Oceania,USA,2017,89.47,432.95,96.55,18.98,15.99,13.01,666.95
Energy,Africa,Australia,2013,97.54,256.37,65.09,154.92,7.79,15.78,597.49
Construction,Oceania,South Africa,2007,256.45,698.28,78.88,91.86,39.24,3.68,1168.39
Energy,Asia,India,2004,234.22,5.97,8.62,131.11,0.61,10.65,391.18
Energy,North America,Australia,2004,197.1,513.01,94.31,110.96,47.55,2.15,965.08
Manufacturing,Africa,South Africa,2007,241.51,4.06,21.94,38.85,3.78,10.12,320.26
Manufacturing,Asia,Australia,2010,136.3,593.67,49.36,162.89,39.41,2.65,984.28
Construction,Europe,India,2022,262.53,31.39,95.71,42.92,6.14,15.52,454.21
Construction,Oceania,Germany,2020,70.65,940.1,18.02,36.54,14.1,12.35,1091.76
Energy,Africa,USA,2006,211.52,478.21,3.65,123.6,30.09,12.98,860.05
Manufacturing,North America,India,2012,72.9,684.18,29.78,173.87,7.1,4.99,972.82
Construction,North America,China,2016,12.44,853.67,15.72,173.24,4.96,12.21,1072.24
Construction,Europe,Germany,2018,85.6,235.8,66.84,87.75,46.59,15,537.58
Mining,Asia,Brazil,2002,148.13,540.28,27.91,137.12,36.04,6.28,895.76
Construction,Africa,India,2001,253.11,863.52,6.38,165.08,6.08,18.94,1313.11
Energy,Europe,Australia,2005,152.9,538,89.31,43.33,26,7.59,857.13
Manufacturing,Asia,South Africa,2018,54.16,393.08,5.04,79.05,41.76,7.24,580.33
Construction,South America,India,2014,297.83,369.19,27.2,126.71,4.44,7.76,833.13
Mining,South America,South Africa,2003,81.39,384.42,24.11,167.91,40.55,18.07,716.45
Manufacturing,Asia,Australia,2018,295.6,615.62,2.45,67.27,42.16,6.21,1029.31
Construction,North America,Australia,2006,280.93,46.14,16.61,124.29,17.14,12.31,497.42
Mining,North America,South Africa,2019,162.96,415.68,81.5,11.81,49.78,5.35,727.08
Construction,South America,USA,2020,28.04,560.81,3.85,186.51,19.7,15.54,814.45
Manufacturing,North America,Germany,2013,208.78,786.49,2.42,179.21,45.12,19.77,1241.79
Manufacturing,North America,South Africa,2006,253.79,530.23,63.44,184.44,44.91,19.48,1096.29
Manufacturing,Asia,USA,2019,133.87,926.21,8.98,193.66,35.7,2.46,1300.88
Energy,Oceania,USA,2013,72.09,444.05,37.22,169.15,0.14,16.24,738.89
Construction,Asia,South Africa,2021,240.95,650.97,0.31,42.27,34.17,12.99,981.66
Energy,North America,Germany,2021,163.75,18.07,36.3,116.29,4.81,15.15,354.37
Manufacturing,Asia,China,2004,59.69,238.83,31.87,36.04,1.9,7.7,376.03
Mining,Africa,Australia,2014,284.89,815.55,61.31,4.19,9.11,7.02,1182.07
Construction,South America,India,2011,284.46,586.42,49.96,28.76,25.62,8.74,983.96
Energy,Oceania,USA,2016,110.43,946.2,67.88,168.37,23.07,19.94,1335.89
Construction,Africa,India,2020,19.67,753,93.59,148.77,19.54,3.34,1037.91
Mining,Africa,Germany,2004,189.42,449.94,79.54,152,26.79,18.39,916.08
Energy,North America,China,2018,95.51,778.82,93.36,81.24,13.31,10.81,1073.05
Manufacturing,North America,Canada,2009,20.37,468.05,5.52,5.46,15.72,13.22,528.34
Energy,Africa,Brazil,2011,267.6,330.5,99.03,63.62,10.52,1.85,773.12
Construction,Africa,Australia,2001,299.44,47.57,32.27,91.09,22.67,16.58,509.62
Construction,Europe,Australia,2016,105.45,865.69,27.74,71.68,35.74,1.88,1108.18
Construction,Europe,China,2004,223.55,419.23,40.41,100.32,25.63,13.71,822.85
Construction,South America,Canada,2014,20.2,685.33,78.35,122.5,42.58,12.77,961.73
Manufacturing,Africa,Germany,2019,111.23,153.48,95.43,23.7,24.62,19.78,428.24
Energy,Asia,China,2022,33.07,829.05,55.47,181.58,10.18,17.54,1126.89
Manufacturing,Oceania,Australia,2012,17.08,824.29,15.52,112.05,25.66,7.74,1002.34
Manufacturing,Europe,Brazil,2019,176.84,482.41,21.48,171.24,18.65,18.12,888.74
Manufacturing,North America,USA,2010,240.71,672.31,40.6,94.94,24.64,1.66,1074.86
Construction,Africa,China,2017,136.16,521.69,36.64,146.3,5,5.54,851.33
Construction,Asia,South Africa,2008,157.49,552.49,23.9,179.04,38.86,18.62,970.4
Construction,Oceania,South Africa,2015,81.58,888.86,85.04,120.26,17.4,10.67,1203.81
Energy,Asia,Germany,2014,221.05,966.93,28.08,81.81,0.94,6.14,1304.95
Mining,Asia,Australia,2003,108.64,367.82,59.32,115.21,28.35,3.81,683.15
Construction,North America,Australia,2011,20.72,332.07,47.98,33.46,34.22,8.23,476.68
Energy,Europe,China,2012,50.07,304.16,92.35,140.52,3.73,18.56,609.39
Construction,Asia,Brazil,2008,38.98,770.87,62.93,7.58,18.81,18.64,917.81
Construction,Oceania,Germany,2014,131.05,723.04,33.28,90.55,24.03,12.42,1014.37
Manufacturing,Europe,China,2017,20.03,44.28,63.91,109.24,25.19,1.87,264.52
Manufacturing,South America,Germany,2019,242.04,88.9,31.96,80.59,1.88,8.63,454
Manufacturing,North America,South Africa,2021,272.45,646.38,9.18,96.62,31.68,11.21,1067.52
Energy,Europe,Canada,2006,74.89,275.32,48.57,35.23,4.79,14.84,453.64
Mining,Europe,Brazil,2020,145.91,92.03,86.03,15.73,17.59,18.26,375.55
Mining,Asia,USA,2011,155.96,413.96,90.93,88.69,25.42,19.92,794.88
Energy,Oceania,Brazil,2009,295.51,877.54,54.42,186.76,37.56,8.28,1460.07
Construction,Asia,USA,2006,20.15,366.63,69.98,36.04,18.33,17.69,528.82
Energy,Oceania,Australia,2013,200.53,695.78,61.11,56.7,41.08,16.57,1071.77
Construction,North America,India,2014,104.06,900.62,81.1,175.82,38.68,11.71,1311.99
Energy,Europe,Canada,2003,150.79,169.73,10.41,53.57,20.32,11.42,416.24
Energy,Africa,South Africa,2007,65.5,609.9,40.2,77.2,43.85,19.63,856.28
Energy,Oceania,Australia,2018,48.49,907.71,25.38,20.45,48.11,7.58,1057.72
Mining,Oceania,South Africa,2018,73.45,193.82,0.76,9.42,13.61,8.79,299.85
Manufacturing,Asia,Canada,2004,21.84,988.72,83.01,132.12,41.1,10.1,1276.89
Energy,Asia,South Africa,2021,83.79,365.4,13.51,29.85,14.36,14.36,521.27
Mining,South America,Brazil,2002,207.26,217.92,32.41,111.76,34.33,10.53,614.21
Manufacturing,Oceania,USA,2009,195.62,837.9,86.7,86.1,33.42,12.04,1251.78
Manufacturing,North America,India,2014,166.57,468.18,72.16,18.96,39.55,7.72,773.14
Energy,Europe,Canada,2001,0.62,670.84,56.81,85.84,10.95,1.35,826.41
Construction,Europe,India,2020,38.17,489.86,31.1,49.71,46.71,12.2,667.75
Construction,Europe,India,2009,252.94,643.71,51.58,171.71,21.53,12.44,1153.91
Construction,Oceania,Australia,2021,81.89,35.85,5.72,52.65,0.22,6.22,182.55
Energy,Asia,Germany,2015,273.7,350.51,72.76,139.75,38.68,12.42,887.82
Construction,North America,Brazil,2002,262.43,657.48,23.81,136.96,46.59,12.4,1139.67
Mining,Europe,Brazil,2006,46.9,351.11,47.97,38.71,48.42,7.27,540.38
Mining,Oceania,Australia,2018,269.5,775.87,9.54,111.18,18.2,14.64,1198.93
Mining,Africa,South Africa,2014,188.54,960.9,71.11,168.29,1.12,11.83,1401.79
Mining,South America,Brazil,2011,189.27,37.89,89.59,20.17,17.16,2.12,356.2
Manufacturing,South America,Brazil,2001,255.88,855.39,45.65,122.15,44.19,9.45,1332.71
Mining,Europe,Germany,2012,121.81,169.48,8.41,34,42.2,17.58,393.48
Construction,Asia,Brazil,2019,220.71,917.38,94.51,48.23,19.02,15.32,1315.17
Energy,South America,USA,2018,200.5,946.82,44.76,129.7,7.74,2.91,1332.43
Construction,South America,Australia,2006,231.57,569.4,8.13,127.66,32.27,19.05,988.08
Mining,South America,India,2002,198.23,479.27,18.92,132.96,33.23,5.09,867.7
Manufacturing,South America,Germany,2005,24.48,758.62,12.07,108.57,31.57,7,942.31
Mining,Europe,Germany,2000,88.17,918.06,19.83,156.8,7.62,4.19,1194.67
Energy,Oceania,South Africa,2020,282.01,232.83,15.66,129.72,41.23,14.61,716.06
Construction,North America,Brazil,2001,67.42,382.75,92.3,42.75,1.92,11.21,598.35
Energy,North America,India,2000,141.94,417.83,20.99,20.36,48.5,11.48,661.1
Energy,Asia,Australia,2022,107.4,845.9,44.25,2.14,45.09,13.87,1058.65
Energy,Oceania,USA,2003,26.35,137.35,73.01,1.5,49.71,11.82,299.74
Construction,Africa,Canada,2004,54.77,623.23,67.73,21.36,30.01,6.88,803.98
Mining,North America,Australia,2001,86.36,351.27,95.65,86.9,30.22,18.5,668.9
Energy,Africa,Canada,2015,139.26,885.57,96.61,1.27,19.29,11.58,1153.58
Construction,North America,India,2007,262.42,340.12,57.11,76.59,5.73,14.62,756.59
Manufacturing,North America,Australia,2014,154.93,977.96,75.26,155.48,37.77,3.17,1404.57
Construction,Asia,China,2010,195.75,16.12,38.67,25.79,24.63,7.3,308.26
Manufacturing,South America,India,2009,128.07,239.93,42.98,157.61,18.28,15.53,602.4
Construction,Asia,USA,2002,261.08,457.59,10.53,38.08,43.79,6.81,817.88
Mining,North America,USA,2022,198.96,256.7,67.37,45.7,0.2,14.54,583.47
Energy,Oceania,USA,2010,27.64,737.52,27.13,48.88,23.98,9.88,875.03
Mining,South America,Germany,2016,143.51,814.64,8.08,64.82,32.65,15.98,1079.68
Construction,Oceania,Australia,2009,248.26,697.66,9.91,100.27,0.3,14.83,1071.23
Energy,Oceania,Germany,2016,220.23,970.41,72.27,136.16,36.41,5.13,1440.61
Manufacturing,Oceania,China,2013,271.64,456.31,22.97,155.23,8.38,3.08,917.61
Construction,South America,India,2022,68.69,979.78,77.02,4.42,42.29,7.44,1179.64
Energy,Oceania,Brazil,2000,293.16,125.05,90.6,29.18,38.25,5.33,581.57
Manufacturing,South America,South Africa,2008,85.88,846.02,34.15,149.69,7.07,7.14,1129.95
Manufacturing,Africa,China,2014,15.53,38.92,79.41,154.51,28.74,1.45,318.56
Mining,North America,Australia,2003,148.95,532.15,42.93,188.88,37.89,9.13,959.93
Construction,Europe,Brazil,2019,33.55,484.73,77.24,58.3,1.56,13.38,668.76
Manufacturing,Oceania,Canada,2020,204.55,856.37,30.74,45.16,27.29,7.02,1171.13
Energy,Asia,Australia,2002,270.22,700.88,93.16,114.79,2.63,13.71,1195.39
Manufacturing,Africa,Brazil,2019,276.44,441.34,98.72,15.85,31.02,13.4,876.77
Manufacturing,Asia,China,2020,182.31,895.72,38.68,145.08,44.12,1.56,1307.47
Mining,Europe,India,2006,160.81,885.93,19.97,95.69,19.8,16.31,1198.51
Mining,South America,South Africa,2020,298.2,25.22,68.56,142.04,21.86,2.27,558.15
Energy,Europe,Brazil,2021,174.04,871.08,58.4,31.81,48.87,10.18,1194.38
Mining,Asia,Germany,2002,278.27,526.82,99.15,93.02,22.86,17.81,1037.93
Manufacturing,Europe,Germany,2021,275.02,839.04,81.18,69.11,14.35,18.33,1297.03
Manufacturing,North America,China,2021,87.21,181.73,83.53,94.33,49.82,8.05,504.67
Mining,Europe,South Africa,2014,4.62,151.52,72.68,111.64,34.07,0.1,374.63
Manufacturing,Oceania,South Africa,2009,132.03,722.34,35.14,136.96,29.12,11.44,1067.03
Manufacturing,North America,Australia,2015,258.48,275.72,93.59,173.37,33.01,19.93,854.1
Energy,Oceania,Brazil,2016,250.92,559.06,46.62,46.68,39.56,13.42,956.26
Mining,Europe,China,2022,181.3,688.97,40,85.43,1.97,4.28,1001.95
Manufacturing,North America,South Africa,2018,47.42,610.6,19.5,22.71,10.07,10.83,721.13
Mining,North America,South Africa,2000,32.72,699.12,30.47,66.9,1.92,11.21,842.34
Energy,Europe,Germany,2000,286.43,620.55,0.33,76.05,15.1,15.15,1013.61
Mining,Africa,China,2020,126.71,379.44,66.02,88.32,37.97,16.96,715.42
Manufacturing,South America,Brazil,2013,194.62,90.95,60.59,185.38,20.24,16.92,568.7
Mining,South America,Canada,2001,271.81,855.42,40.36,181.99,34.85,17.25,1401.68
Manufacturing,South America,Brazil,2001,261.03,846.09,96.71,13.91,15.35,17.89,1250.98
Manufacturing,North America,Germany,2019,170.29,6.18,69.34,82.83,49.12,7.51,385.27
Manufacturing,South America,Canada,2009,146.63,840.95,24.35,64.08,4.64,7.64,1088.29
Energy,North America,Australia,2014,220.71,151.41,37.93,72.28,28.8,9.32,520.45
Mining,Africa,Canada,2014,105.22,333.2,51.63,150.14,30.1,14.2,684.49
Energy,Europe,Canada,2006,187.8,413.64,54.58,39.52,36.52,0.55,732.61
Mining,Europe,USA,2007,7.43,679.79,27.64,151.19,0.67,8.03,874.75
Energy,North America,USA,2010,247.38,92.87,25.02,183.42,13.16,1.74,563.59
Construction,North America,South Africa,2015,299.41,826.73,30.01,138.78,22.24,13.13,1330.3
Manufacturing,Africa,India,2022,286.43,942.78,96.34,82.36,26.38,6.14,1440.43
Manufacturing,South America,Germany,2006,108.29,952.72,36.02,12.62,3.41,1.38,1114.44
Energy,Africa,India,2019,159.56,92.29,37.48,20.91,40.82,2.27,353.33
Construction,Europe,South Africa,2008,71.25,919.42,72.05,143,6.8,17.94,1230.46
Manufacturing,Europe,Australia,2018,91.24,568.04,16.36,22.8,28.81,17.01,744.26
Mining,Oceania,Germany,2000,137.48,727.07,64.35,82.91,16.46,15.06,1043.33
Energy,South America,Brazil,2017,224.25,930.63,66.65,174.32,25.02,5.65,1426.52
Manufacturing,Europe,Australia,2007,5.86,661.16,6.55,107.27,2.41,10.01,793.26
Manufacturing,Oceania,Germany,2007,118.44,457.01,19.08,67.42,42.32,18.84,723.11
Energy,North America,China,2021,167.17,525.35,46.7,46.26,14.04,17.44,816.96
Energy,Europe,Canada,2007,64.95,684.66,83.56,108.05,14.56,13.97,969.75
Mining,Asia,India,2013,24,944.73,73.26,68.09,21.58,15.92,1147.58
Mining,South America,Germany,2001,162.1,889.86,87.36,191.79,13.5,0.52,1345.13
Manufacturing,Oceania,Canada,2002,191.52,577.28,85.12,2.8,29.12,14.6,900.44
Manufacturing,South America,India,2006,192.48,211.4,51.2,189.06,43.22,9.66,697.02
Energy,South America,Australia,2002,107.3,347.06,62.27,42.34,22.14,3.86,584.97
Manufacturing,Asia,South Africa,2014,71.59,362.13,92.09,114.89,5.73,19.18,665.61
Manufacturing,Africa,Germany,2010,66.51,289.53,74.13,52.82,43.85,17.42,544.26
Energy,North America,USA,2001,12.64,746.87,35.85,163.52,26.17,16.87,1001.92
Manufacturing,South America,India,2021,55.81,836.07,35.1,139.84,47.99,8.24,1123.05
Manufacturing,Europe,Canada,2017,245.67,320.17,36.73,46.95,43.57,4.52,697.61
Construction,North America,Brazil,2013,1.41,846.2,49.57,113.03,43.39,13.1,1066.7
Mining,Europe,Brazil,2017,13.64,734.57,36.31,181.73,6.17,10.04,982.46
Energy,North America,Canada,2001,38.54,441.4,18.83,44.88,26.28,13.54,583.47
Construction,North America,Canada,2003,126.36,698.81,59.53,162.79,42.37,8.31,1098.17
Mining,Oceania,Germany,2013,100.45,769.45,86.93,158.62,39.43,18.52,1173.4
Mining,Europe,Brazil,2006,53.76,561.25,49.31,76.63,26.21,19.18,786.34
Mining,Europe,Canada,2014,33.73,443.39,21.99,7.77,49.69,15.9,572.47
Construction,North America,Australia,2005,281.69,102.16,81.32,33.47,45.94,6.06,550.64
Construction,South America,Brazil,2004,273.42,1.87,75.6,94.86,21.28,3.32,470.35
Mining,Europe,India,2019,231.68,937.28,70.05,94.17,11.89,8.82,1353.89
Manufacturing,Asia,Australia,2017,75.98,267.85,67.5,21.25,19.03,8.89,460.5
Manufacturing,Asia,Germany,2010,97.45,663.15,78.25,57.43,14.2,16.5,926.98
Construction,North America,India,2007,199.92,943.39,83.04,75.63,32.49,0.52,1334.99
Construction,Africa,Germany,2011,87.86,818.38,89.83,163.35,35.38,1.9,1196.7
Construction,North America,Brazil,2017,159.42,123.02,61.03,179.67,7.01,6.83,536.98
Mining,North America,Australia,2014,195.56,802.01,39.42,120.75,14.46,2.52,1174.72
Manufacturing,South America,Germany,2007,156,726.53,9.08,54.81,46.71,7.69,1000.82
Construction,South America,South Africa,2003,124.28,329.73,72.27,137.16,31.88,4.31,699.63
Construction,Oceania,Germany,2020,104.69,689.76,14.21,188.94,34.9,19.65,1052.15
Energy,Africa,China,2014,233.44,825.97,86.87,22.11,2.46,10.44,1181.29
Mining,Africa,Germany,2010,221.83,291.78,40.65,56.24,20.77,12.64,643.91
Energy,Africa,China,2000,209.02,869.09,87.63,109.41,47.48,16.43,1339.06
Manufacturing,Africa,India,2001,112.72,79.27,51.9,68.28,39.45,10.29,361.91
Energy,Africa,China,2007,232.83,527.69,45.4,172.89,39.11,9.03,1026.95
Energy,North America,Australia,2015,287.33,233.6,36.42,52.36,44.87,11.78,666.36
Energy,North America,India,2000,206.85,728.15,6.23,176.59,10.33,3.18,1131.33
Mining,Oceania,Germany,2002,122.67,175.28,1.25,166.53,49.3,16.26,531.29
Manufacturing,Asia,India,2017,239.05,341.78,50.92,33.7,22.2,12.76,700.41
Energy,Asia,Brazil,2015,182.99,127.82,90.12,18.9,42.18,18.7,480.71
Mining,Oceania,South Africa,2020,263.36,812.01,58.65,135.42,15.3,15.01,1299.75
Manufacturing,Oceania,Germany,2019,214.1,132.71,86.25,79.92,32.56,5.87,551.41
Construction,Europe,Australia,2019,231.09,723.29,99.98,46.54,3.22,16.46,1120.58
Energy,North America,China,2012,200.4,707.38,17.94,183,47.93,2.04,1158.69
Manufacturing,Africa,South Africa,2019,28.06,142.8,65.99,17.82,5.94,2.43,263.04
Energy,Europe,USA,2003,145.79,566.27,41.75,166.22,34.54,18.02,972.59
Construction,South America,South Africa,2003,17.42,497.13,20.96,112.3,0.41,3.2,651.42
Manufacturing,North America,Canada,2021,134.54,594.71,24.17,24.48,25.74,1.86,805.5
Mining,Oceania,Germany,2001,215.07,937.26,24.54,75.08,16.21,19.52,1287.68
Manufacturing,Asia,Australia,2012,126.67,81,72.99,106.92,11.69,8.31,407.58
Mining,North America,Australia,2012,0.99,820.59,35.56,34.54,35.72,14.93,942.33
Manufacturing,Oceania,Canada,2019,111.1,862.18,25.65,25.63,22.22,14.98,1061.76
Mining,North America,South Africa,2006,20.79,126.71,88.61,54.66,15.95,5.67,312.39
Construction,North America,South Africa,2006,234.29,656.28,3.53,112.26,22.49,2.1,1030.95
Construction,North America,Brazil,2016,235.23,702.27,73.59,154.42,15.83,3.26,1184.6
Construction,South America,India,2009,242.01,548.89,96.06,192.34,21.17,8.08,1108.55
Manufacturing,Asia,South Africa,2011,9.58,503.18,62.6,29.76,8.31,19.14,632.57
Construction,North America,China,2022,10.16,318.16,54.86,1.81,46.25,7.71,438.95
Energy,Oceania,Australia,2021,271.08,689.24,6.24,196.38,21.1,17.97,1202.01
Construction,South America,Canada,2015,37.54,285.9,50.35,27.5,23.36,16.16,440.81
Mining,Europe,China,2001,201.19,460.29,36.2,150.42,36.31,10.8,895.21
Mining,North America,Brazil,2021,238.74,857.44,77.83,154.75,6.29,2.31,1337.36
Mining,South America,South Africa,2020,134.64,90,81.2,16.97,9.84,14.47,347.12
Manufacturing,Africa,South Africa,2008,164.17,528.61,16.84,162.27,7.6,13.9,893.39
Energy,Europe,Brazil,2011,68.6,486.33,52.27,49.98,24.02,9.32,690.52
Construction,Asia,Germany,2016,277.12,378.79,86.01,158.69,29.4,9.56,939.57
Energy,North America,USA,2015,90.89,597.73,62.49,63.77,35.76,0.98,851.62
Energy,North America,USA,2004,65.73,16.12,48.15,150.13,47.18,7.31,334.62
Mining,South America,India,2018,157.86,492.72,89.82,168.03,4.4,8.64,921.47
Mining,Asia,China,2016,57.56,485.95,96.65,0.98,33.67,3.59,678.4
Mining,Africa,Germany,2021,206.16,516.35,23.6,104.7,37.77,4.11,892.69
Manufacturing,Europe,China,2002,154.78,212.83,18.36,68.45,33.26,5.45,493.13
Energy,Oceania,Germany,2016,44.77,207.99,86.5,168.79,42.76,10.23,561.04
